eye_id,image_name,image_id,eye_type,minio_key,is_valid_eye,rejecting_reason,split
14124,001055.jpg,60345,right,raw/eyes/1aecf4dc4b55d58e332647818bb3eadf7bf751edecfb58dd764195a1efef2e45_right.png,1,,train
18065,003026.jpg,62316,left,raw/eyes/0e519fb40e337ef95aa7550e23918dae794d11bed43943dedef7dbdfebd4b399_left.png,1,,train
13100,000543.jpg,59833,right,raw/eyes/10b46efc0efc09933af7ec0f9c777050668f1ef2816d0563e274b3cd16f22c7e_right.png,0,blur,train
17870,002928.jpg,62218,right,raw/eyes/19fe9cef4424d5ccdf9e308e10eecb23c9a9a477cb67e466cd77294d6c6e5d10_right.png,0,reflection,train
13025,000506.jpg,59796,left,raw/eyes/0c5f6f6404f20a0128bf3b518a74f09d579c3779a646e2cecee16038c457375d_left.png,1,,train
13955,000971.jpg,60261,left,raw/eyes/04597cbe62e1000f5c820d27c699f13f8d9a36b0cdcbfb67cf783d92de5be14c_left.png,1,,train
16628,002307.jpg,61597,right,raw/eyes/0831ea67c2818011d69d756eb067764c2c625a1f2f3e67f8b10cc2bebe8df53a_right.png,1,,train
17132,002559.jpg,61849,right,raw/eyes/0d39bf768b51f2f3318f20fdfce0f46d038f4746c22af1bd7cdc0b4f7826416e_right.png,1,,train
16539,002263.jpg,61553,left,raw/eyes/109ae0776f1c3c2a0c999cb0b27ae3b618d690f44c5c2f5a9c4bdfa346c4b33d_left.png,1,,train
15695,001841.jpg,61131,left,raw/eyes/05e4a652742d9e6f3497c13d06401c9e95e296f0cc9c4a09a1319d62d05e6877_left.png,1,,train
12260,000123.jpg,59413,right,raw/eyes/14d7e3fdac9d3f2f26338e2545bbc6cffeb19ccc760bb0e1c33d93ccba0c0136_right.png,1,,train
13943,000965.jpg,60255,left,raw/eyes/09b6d0faf8c4ef669e8a521ce1bd3393fff3c921156f09c36df0be354ad347e9_left.png,0,blur,train
17749,002868.jpg,62158,left,raw/eyes/0079bf0c408e67e24bcac7e85a9226ff181450345ff4ba12e700b27ea8f47ffc_left.png,0,sun_glasses,train
16136,002061.jpg,61351,right,raw/eyes/02ec21d88439b6cfb586333cc298a0bb6fbc8cd67d3b5f4c5564d44e442fdd92_right.png,0,sun_glasses,train
12976,000481.jpg,59771,right,raw/eyes/09fa8682c353bca5a775339626151e83f512c87c1b733b3c839a3442df825838_right.png,1,,train
13672,000829.jpg,60119,right,raw/eyes/192511fda086d7b5ca5f6faa2a8efe25417e748e776c4df44086e67b9d5d33eb_right.png,0,blur,train
18034,003010.jpg,62300,right,raw/eyes/05831b63c7612b2f9a28b2376372d9e04caf5e4b841a498f423c680ccfa8c2ac_right.png,1,,train
13507,000747.jpg,60037,left,raw/eyes/1182cb32c2e7ffdb92a9ac5dac8f70f563ec235584f0d4e55e4ac523d270a0ed_left.png,1,,train
16454,002220.jpg,61510,right,raw/eyes/199d1fb0bb3cb9c39a128adcd490b44cb91e6acd95e0d3a61d934e433be324ae_right.png,1,,train
15835,001911.jpg,61201,left,raw/eyes/06493580e0e9a13fa9ce2534a16951bb3d94b9dd4a0e78f984498bd2c667b619_left.png,0,closed,train
14204,001095.jpg,60385,right,raw/eyes/181a2a2c5f1083098c7c72910de8a9d72fb777271512d2fdccf673e09114e65d_right.png,1,,train
12100,000043.jpg,59333,right,raw/eyes/0e579e676bf0c944f31a08fe5a9d54363e4fa1780e63629c9763d0857e6d3848_right.png,1,,train
12719,000353.jpg,59643,left,raw/eyes/128e8498e0a0b11bfb5d42cce4b18cb61cc96ebcd6f226a9026cbbc78101e56f_left.png,0,hairs,train
12467,000227.jpg,59517,left,raw/eyes/0defc259a1c975c1653944f25e76abcc56c39ecf13494a2644d1144cae87c8af_left.png,0,blur,train
15839,001913.jpg,61203,left,raw/eyes/12fbd978eccdaa5361909a9744d9d019f703562fcbd4bda7b6287e95797cb871_left.png,0,reflection,train
17646,002816.jpg,62106,right,raw/eyes/04eba64513a6dbde5339215633f04fbb9f2f511baa50a807ebf49a4baa35ed75_right.png,1,,train
16954,002470.jpg,61760,right,raw/eyes/17fd6a297228d4b97f8f7ce0c6ecc50eec45531533d951b760d0c021d4e7a511_right.png,1,,train
13894,000940.jpg,60230,right,raw/eyes/018b2022a0b7350b96514c169b36ac9d45e47feec0e016d75c4f13f682d49e2a_right.png,1,,train
12884,000435.jpg,59725,right,raw/eyes/12bb36963e20574d0fb1a1b8b3de0ec9fcddcfd63d89c129c073768b058aa4fc_right.png,0,closed,train
14454,001220.jpg,60510,right,raw/eyes/03646b6e9c0ee8f72df6f8b1f9c95cbd555301c812f886cc3f408e622a242d5b_right.png,1,,train
16627,002307.jpg,61597,left,raw/eyes/0831ea67c2818011d69d756eb067764c2c625a1f2f3e67f8b10cc2bebe8df53a_left.png,1,,train
17480,002733.jpg,62023,right,raw/eyes/025db4055850d3eff646ccec729eb73e28c54bfffac59b130425cd6a6d31a0f5_right.png,1,,train
13441,000714.jpg,60004,left,raw/eyes/12c488dc22afe0ed9f8ea437470f1b0535a91073be9e663d35990f3ce0093e06_left.png,1,,train
14073,001030.jpg,60320,left,raw/eyes/10cc6fb8dc285fa15dbfed0aca60296c48f1f43d3a74504ef0eebf08935ad75c_left.png,0,reflection,train
14007,000997.jpg,60287,left,raw/eyes/0cce2ef9e36c1cf0346d0938b5df234ba97cd77825e5793b0548a0b87dd2b109_left.png,0,blur,train
16172,002079.jpg,61369,right,raw/eyes/18ad795f60a22703ea4e7c6273e3872d40fc13de85cf84f8d52cb94c77963fa5_right.png,1,,train
16066,002026.jpg,61316,right,raw/eyes/06b83bb80346b8e70459f0e22fd9ab5d57cb814fce993995a2f9d43f9db09a43_right.png,1,,train
13184,000585.jpg,59875,right,raw/eyes/03712813fbb5bfb62af2003905f3c05a964b9c064dea08bec57f7fe88b8cf8ee_right.png,1,,train
16014,002000.jpg,61290,right,raw/eyes/0b04c060d9329bfeb86b050cc0e72a2b847aee7fd6eb43ff78567a7e8a9b9117_right.png,1,,train
12209,000098.jpg,59388,left,raw/eyes/12f452b7f45ab87b4b9df58e589675e415c9221e805021c5b01826920878f9cf_left.png,0,reflection,train
14701,001344.jpg,60634,left,raw/eyes/0a8d6d8994dfa9911aa36bcc98e9c0b85b6767de15bf77b2aa6ba0ca5290625a_left.png,0,blur,train
14008,000997.jpg,60287,right,raw/eyes/0cce2ef9e36c1cf0346d0938b5df234ba97cd77825e5793b0548a0b87dd2b109_right.png,0,blur,train
14639,001313.jpg,60603,left,raw/eyes/14739db2b1f99a9561b6ed50d9085710aff946ea14158be9eff8c1d5fc3d5596_left.png,1,,train
15214,001600.jpg,60890,right,raw/eyes/0204927cf5b31368d21af3cf1ca8de25c9dcf9c8753a230ac252bfbd8e5a7550_right.png,1,,train
17643,002815.jpg,62105,left,raw/eyes/04dc87303af177293118076cb753e5e11c9a037f48f338dc14b5434f2bb7e33f_left.png,1,,train
17273,002630.jpg,61920,left,raw/eyes/10b7301c25e4d30978fbcb66c5ac1c15aae03697d0ccaac1f5afab0ced8fad10_left.png,1,,train
14337,001162.jpg,60452,left,raw/eyes/08da676b758889f3acead78ceee8d2de00e7f11d76df53afd54ced2c178fc274_left.png,1,,train
16990,002488.jpg,61778,right,raw/eyes/13a499d1ed21d0e170c7cef8004f8b97d132bafbdca0706f6f39cd4cbe07a424_right.png,0,reflection,train
17879,002933.jpg,62223,left,raw/eyes/1acfa8e184ae6879a74002eb330f447027e2db2cec9129cef532be644768f0b5_left.png,1,,train
13091,000539.jpg,59829,left,raw/eyes/18262a77f03652e32d30d532065c1ed97e387a780f6d94e5cd559b6c62f5e721_left.png,1,,train
13696,000841.jpg,60131,right,raw/eyes/0f7c6374c23ddff381d8e997767d4fc8ce8987c36fd6f6c0bd407f335c654b68_right.png,0,hairs,train
14539,001263.jpg,60553,left,raw/eyes/1c4f399ce24b44626be85adb742fcaf8fdc71a504985e1ff258c80ec2390f9a6_left.png,0,side_eye,train
16682,002334.jpg,61624,right,raw/eyes/1c606c830cf94c4d3e3ddb3054b3d494c013446cdcb2f4d3c2dafb3341fa9add_right.png,0,closed,train
14991,001489.jpg,60779,left,raw/eyes/1103772035da9539a86c5974974b54b65362379e699ca41703accf35b5804116_left.png,0,blur,train
15200,001593.jpg,60883,right,raw/eyes/0ff493ee0bb4c4b2deb2496695cba05dc5f7d1fbc14ab1add89d67d135e4e5f6_right.png,1,,train
15772,001879.jpg,61169,right,raw/eyes/0dfb5ebf23fafe72595fef061e6ec7cab0c54fb03e1d0d240a90ee11f11f21a2_right.png,0,blur,train
13271,000629.jpg,59919,left,raw/eyes/054a0815f4d4bbdbff1358b2283221a29c3ba10d75ee53018644b610e81c0221_left.png,1,,train
13803,000895.jpg,60185,left,raw/eyes/0667469741a1cea57ce748aa5b5c45d29b95710f6c04234e6a8ac9630775e2ac_left.png,1,,train
14672,001329.jpg,60619,right,raw/eyes/12d98cbe261fe14aa6701d7b3e015becf1cc3b2e0d3285b02ea73000555c4cb9_right.png,1,,train
16190,002088.jpg,61378,right,raw/eyes/04a394e426141534614cab8be499ac3054330692fc81177a074cf6e529bbdfd5_right.png,0,closed,train
12834,000410.jpg,59700,right,raw/eyes/0281c2c3cfcb010fe4d4bbc46092a4c570ce1997724f6543dc5966de49131223_right.png,0,blur,train
14269,001128.jpg,60418,left,raw/eyes/0bcd02b635684fe4f8f335d692658bbb5fd9a9801b901f408a4f5b154ce02f49_left.png,1,,train
17657,002822.jpg,62112,left,raw/eyes/008bdad1248b5b4267f9ecad582b508944a57c2c8e363dc0b65f84a231bc8b87_left.png,1,,train
15318,001652.jpg,60942,right,raw/eyes/190a3d5814e385fa5946b985b2b9637b6a73294409179b02d7830c6db5363ecc_right.png,0,sun_glasses,train
15826,001906.jpg,61196,right,raw/eyes/16c0103d2ba1a82b37f4e7aa5b6f70918d8aebb9cbfbe704897456b1e0774c47_right.png,1,,train
12597,000292.jpg,59582,left,raw/eyes/029f17aa5879336bd2f16e157d72e8a93a92b4c686f410d7c89c88209981b4fc_left.png,1,,train
12767,000377.jpg,59667,left,raw/eyes/1d93f3381bdbda34e0c05ea724fa1cf189b25c9ee8f762ecb5c028f961166ec4_left.png,1,,train
15056,001521.jpg,60811,right,raw/eyes/0ddcdaea20778a167b5212bce6402b3c60c0af1445d55c23583ad37d27940912_right.png,1,,train
13817,000902.jpg,60192,left,raw/eyes/02e6c8abbfe0f1a885772ffe5f557b95ccdedcac3fe1dd81b7c0cfaeb06ed534_left.png,1,,train
13671,000829.jpg,60119,left,raw/eyes/192511fda086d7b5ca5f6faa2a8efe25417e748e776c4df44086e67b9d5d33eb_left.png,0,blur,train
16545,002266.jpg,61556,left,raw/eyes/063e89b91d3abefa30545db087eb53485f4356b653f0fc1402f52a734d508b9a_left.png,1,,train
16837,002412.jpg,61702,left,raw/eyes/1b19c58c2dafe53b2ec1881a5f74c83fa13569cc11a4ab60beae3acbd2a643b6_left.png,0,reflection,train
16080,002033.jpg,61323,right,raw/eyes/1a068ab634865b6b13f85614b1abbbc9c11939ce8065bfeebf795a5753daee7c_right.png,1,,train
16524,002255.jpg,61545,right,raw/eyes/13eb6dbed1db749a9f8b9ef694d9854ffe8f22f7f8cb56ebdf3699b8149cccc3_right.png,0,closed,train
16795,002391.jpg,61681,left,raw/eyes/137a0686708f9fe72ce87c43897efb038264c690eae64bef128ca1970d873403_left.png,0,closed,train
15988,001987.jpg,61277,right,raw/eyes/0e764cd134c20eaa3244ab184140e91ad0c79b98d0742acd034199c11c03910d_right.png,0,hairs,train
15644,001815.jpg,61105,right,raw/eyes/1526e0197b3f88600cb0b9b2c5ef2c652db9bcce4822fae964e5fbc5dda57bd8_right.png,0,closed,train
12881,000434.jpg,59724,left,raw/eyes/0a80d17b5d80e36624199063b4a676e4e43923e01689dc75d067c04590693e5c_left.png,0,blur,train
15039,001513.jpg,60803,left,raw/eyes/0a4cb3ea195539926747a91f8fee48e9a838fd21d1c801c38e62fe3009dd1bb2_left.png,1,,train
13674,000830.jpg,60120,right,raw/eyes/166cdeb2a73805aaf42c9d0ee90a694122bf63a42a0b5af5216d7e22db70bdff_right.png,1,,train
14270,001128.jpg,60418,right,raw/eyes/0bcd02b635684fe4f8f335d692658bbb5fd9a9801b901f408a4f5b154ce02f49_right.png,1,,train
13146,000566.jpg,59856,right,raw/eyes/17a655e2a6196db2be970f83002718dc08ac6cc9433390fb83b5f852d912b376_right.png,0,reflection,train
13099,000543.jpg,59833,left,raw/eyes/10b46efc0efc09933af7ec0f9c777050668f1ef2816d0563e274b3cd16f22c7e_left.png,1,,train
16757,002372.jpg,61662,left,raw/eyes/12dac5c70bae2a3793e83219bab4a6b85b404b3b95520603f9df48799a643c81_left.png,0,reflection,train
14349,001168.jpg,60458,left,raw/eyes/05c659b155bf5818f6862d9e7868ee144c96480353b147ea4baf6bd1d939176e_left.png,0,closed,train
15878,001932.jpg,61222,right,raw/eyes/1cdf052d9d977d91bfdd808d56a6352b59d370f6c200f87f6fa16aa89f18e3c3_right.png,0,closed,train
17197,002592.jpg,61882,left,raw/eyes/0ef0f3a06e87c5266b489cd97488ad193107a4db7761a31f5bdbd6814228fa58_left.png,0,reflection,train
16301,002144.jpg,61434,left,raw/eyes/0795193d940d9bc1ff60a721349c0686e109e5f6853371fa60cc708ab2c7f4af_left.png,0,closed,train
12099,000043.jpg,59333,left,raw/eyes/0e579e676bf0c944f31a08fe5a9d54363e4fa1780e63629c9763d0857e6d3848_left.png,1,,train
17982,002984.jpg,62274,right,raw/eyes/16519cc106caa291d3d0da67d1991ad467adb1044e18fc052602b99a4cbee0c5_right.png,1,,train
14970,001478.jpg,60768,right,raw/eyes/109204f2822f75e2367d8dc5c75bf7f3172a9912f31803557658d2da2c566a40_right.png,1,,train
12041,000014.jpg,59304,left,raw/eyes/0fb8dd912168c9ca3e9bdbbccff94cd183616ca746350ec32966197f3e59941f_left.png,1,,train
16940,002463.jpg,61753,right,raw/eyes/087b5241e675b3b71b014f4df10cb07bb15c6329932dd0765aeaab8d205a0e19_right.png,1,,train
17811,002899.jpg,62189,left,raw/eyes/189a0b3d1b3ab0d85d3761b1794864d53ec35888fc1f2bab1c0f20e9df4ecbfc_left.png,1,,train
13664,000825.jpg,60115,right,raw/eyes/08ee54a6f418b1925c8fb79be2e82899d7b50e4afa6fb66cc3005cfc90ae5a6d_right.png,1,,train
17239,002613.jpg,61903,left,raw/eyes/0af2914ba9eb111fc869bd63f99b7079bdef130944d2ec122c15d480135670d6_left.png,0,blur,train
12524,000255.jpg,59545,right,raw/eyes/0cde4eebe303ec2a2f306d31be8d250352cf65680eefbcdc3fe7ad139d00f0f3_right.png,1,,train
12888,000437.jpg,59727,right,raw/eyes/05aafa3988b3bce5f088dc24bad1be348bfa34c1f2c132d437c01174ec0779ad_right.png,1,,train
14869,001428.jpg,60718,left,raw/eyes/16c444c2608daf14758e6a633f25af452783a3ac93b9248481ed1304023b8528_left.png,1,,train
15840,001913.jpg,61203,right,raw/eyes/12fbd978eccdaa5361909a9744d9d019f703562fcbd4bda7b6287e95797cb871_right.png,0,reflection,train
16939,002463.jpg,61753,left,raw/eyes/087b5241e675b3b71b014f4df10cb07bb15c6329932dd0765aeaab8d205a0e19_left.png,1,,train
13600,000793.jpg,60083,right,raw/eyes/1b08a2158f6891bb4c4a71da3570182c618783aff76e2ca2af97d304556b0347_right.png,1,,train
15406,001696.jpg,60986,right,raw/eyes/1909251e70e795192d6e462ae5b60cda7c9651add68cdd07a3a8ee0796987e05_right.png,1,,train
17463,002725.jpg,62015,left,raw/eyes/096c4bf2f8823a798d6eef664a8f0ff772aabf1c3a1320e4d061b51c886137c2_left.png,1,,train
16991,002489.jpg,61779,left,raw/eyes/0ef0ceea18630750169dda7521b65013fc02e06f2653de64a04193a7f8e6a922_left.png,0,blur,train
17952,002969.jpg,62259,right,raw/eyes/1d6515bd74d5c4e819b47e8b823425ba52d1028cac77852a4392723a27555087_right.png,0,blur,train
14374,001180.jpg,60470,right,raw/eyes/16cdc6c4d59c87c5291e177f42e34d75576237611615016146af6132518c6b22_right.png,1,,train
13727,000857.jpg,60147,left,raw/eyes/14d8e319daf0d9cd6b15d7e2babfec35915207b9d7eb06641410667bc6170cd7_left.png,1,,train
16992,002489.jpg,61779,right,raw/eyes/0ef0ceea18630750169dda7521b65013fc02e06f2653de64a04193a7f8e6a922_right.png,0,blur,train
17966,002976.jpg,62266,right,raw/eyes/160567dbc9eb710bc55f057531a1d52efda494933197d6d0b1836ebb161b73a2_right.png,0,blur,train
17814,002900.jpg,62190,right,raw/eyes/0fe117410f292d57beee80d71c44e154c853e7539ec83ed2f30619371e03873b_right.png,1,,train
12584,000285.jpg,59575,right,raw/eyes/1356a7afba408ab669e753aee58e784edef7fc28ea8bb02291cf24e516415e68_right.png,1,,train
17235,002611.jpg,61901,left,raw/eyes/1ab6642c7dd5cef4bd836ff2a08bc018702bd59cd2c5d5efa85806a3c841eab8_left.png,1,,train
13968,000977.jpg,60267,right,raw/eyes/0f2880e8bc1867260134c76cdfb41c1ceee4511200e150f69b4f79ae987153e1_right.png,0,reflection,train
14373,001180.jpg,60470,left,raw/eyes/16cdc6c4d59c87c5291e177f42e34d75576237611615016146af6132518c6b22_left.png,1,,train
13673,000830.jpg,60120,left,raw/eyes/166cdeb2a73805aaf42c9d0ee90a694122bf63a42a0b5af5216d7e22db70bdff_left.png,1,,train
16862,002424.jpg,61714,right,raw/eyes/13cf26a3a2b1d022fb708480e02b61ac2face7e76270fa9380f5b6fe5091fdf4_right.png,0,reflection,train
16070,002028.jpg,61318,right,raw/eyes/121b79450086061ab1adfcc9f90343eaa793815c8f0e7e5acaef6230f9462d6e_right.png,1,,train
13432,000709.jpg,59999,right,raw/eyes/0b1a4a897226e0e435290049dac7215f52c05437e44d03ef80c74d4acfc35f4e_right.png,1,,train
14638,001312.jpg,60602,right,raw/eyes/0f4ebf23a476f32ba92faa802ec31f68ce3f43c09f6d0fbca662e857e7235d23_right.png,0,reflection,train
12049,000018.jpg,59308,left,raw/eyes/1c3578ac068168a05563f22ee424b1c26a7bcea5063c56582306b2518b092e97_left.png,0,closed,train
15354,001670.jpg,60960,right,raw/eyes/1662df49428e684128a69a505e1918c7fdd51d9328321e01606aa04e3492352c_right.png,0,blur,train
